community_id,template,activities,normal_support,normal_satisfied,normal_total
29,<Template.Responded Existence: 8 >,"['Request For Payment FINAL_APPROVED by SUPERVISOR', 'Payment Handled']",1.0,24,24
29,<Template.Response: 9 >,"['Request For Payment FINAL_APPROVED by SUPERVISOR', 'Payment Handled']",1.0,24,24
29,<Template.Alternate Response: 10 >,"['Request For Payment FINAL_APPROVED by SUPERVISOR', 'Payment Handled']",1.0,24,24
29,<Template.Precedence: 12 >,"['Request For Payment FINAL_APPROVED by SUPERVISOR', 'Payment Handled']",1.0,24,24
29,<Template.Alternate Precedence: 13 >,"['Request For Payment FINAL_APPROVED by SUPERVISOR', 'Payment Handled']",1.0,24,24
29,<Template.Not Response: 23 >,"['Payment Handled', 'Request For Payment FINAL_APPROVED by SUPERVISOR']",1.0,24,24
29,<Template.Not Precedence: 24 >,"['Payment Handled', 'Request For Payment FINAL_APPROVED by SUPERVISOR']",1.0,24,24
29,<Template.Not Chain Response: 25 >,"['Payment Handled', 'Request For Payment FINAL_APPROVED by SUPERVISOR']",1.0,24,24
29,<Template.Not Chain Response: 25 >,"['Request For Payment FINAL_APPROVED by SUPERVISOR', 'Payment Handled']",1.0,24,24
29,<Template.Not Chain Precedence: 26 >,"['Payment Handled', 'Request For Payment FINAL_APPROVED by SUPERVISOR']",1.0,24,24
29,<Template.Not Chain Precedence: 26 >,"['Request For Payment FINAL_APPROVED by SUPERVISOR', 'Payment Handled']",1.0,24,24
